Title,Title_URL,entrymeta,Field,Text,Text1,Field1,Field2
பாடகர் டி. கே. எஸ். நடராஜன் | Singer T. K. S. Natarajan,https://tamizharulagam.in/2021/04/27/singert-k-s-natarajan095132/,"
				April 27, 2021			","டிகேஎஸ். நடராஜன் (TKS Natarajan, பிறப்பு: 23 சூலை, 1933) என்பவர் தமிழகத் திரைப்பட நடிகர் மற்றும் தெம்மாங்கு பாடகர் ஆவார். தமிழ் நாடகத்துறையில் புகழ்வாய்ந்த டிகேஎஸ் கலைக்குழுவில், இவர் சிறுவனாக இருந்தபோது…","டிகேஎஸ். நடராஜன் (TKS Natarajan, பிறப்பு: 23 சூலை, 1933) என்பவர் தமிழகத் திரைப்பட நடிகர் மற்றும் தெம்மாங்கு பாடகர் ஆவார். தமிழ் நாடகத்துறையில் புகழ்வாய்ந்த டிகேஎஸ் கலைக்குழுவில், இவர் சிறுவனாக இருந்தபோது சேர்ந்து நடித்ததால் நடராஜன் என்ற இவரது பெயருக்கு முன்னாள் டிகேஎஸ் என்ற அடைமொழியோடு டிகேஎஸ். நடராஜன் என அழைக்கப்படுகிறார். ","1954 இல் வெளியான ஸ்ரீதர் வசனம் எழுதிய ரத்தபாசம் படத்தில் டிகேஎஸ் நடராஜன் திரைப்பட நடிகராக அறிமுகம் ஆனார். அதன்பின் நாடோடி, நீதிக்கு தலைவணங்கு, பொன்னகரம், தேன் கிண்ணம், கண்காட்சி, பகடை பனிரெண்டு, ராணி தேனீ, ஆடு புலி ஆட்டம், பட்டம் பறக்கட்டும், மங்களவாத்தியம், உதயகீதம், ஆனந்த கண்ணீர் , இதோ எந்தன் தெய்வம், காதல் பரிசு போன்ற 500க்கும் மேற்பட்ட படங்களில் நடித்துள்ளார். ",வாங்க மாப்பிள்ளை வாங்க படத்தில் தெம்மாங்கு பாடலாக சங்கர் கணேஷ் இசையில் டிகேஎஸ் நடராஜன் பாடிய ‘என்னடி முனியம்மா உன் கண்ணுல மையி’ என்ற பாடல் தான் அவரைத் தமிழகம் முழுவதும் அடையாளப்படுத்தியது. “கொட்டாம்பட்டி ரோட்டிலே ” என்ற அடுத்த பாடலும் பெரும் புகழைப் பெற்றுத் தந்தது. இதனைத் தொடர்ந்து டிகேஎஸ் நடராஜன் தெம்மாங்கு கச்சேரிகளில் பாட ஆரம்பித்தார். அவர் பாடிய என்னடி முனியம்மா பாடல் நடிகர் அர்ஜுன் நடித்த ‘வாத்தியார்’ படத்தில் மீள்கலப்பு (remix) செய்திருந்தார்கள். அந்த பாடலிலும் டிகேஎஸ் நடராஜன் நடித்திருந்தார். ,
பாடகர் டி. எல். மகராஜன் | Singer T.L. Maharajan,https://tamizharulagam.in/2021/04/27/singert-l-maharajan095024/,"
				April 27, 2021			","டி. எல். மகராஜன் (பிறப்பு: 9 மார்ச் 1954) தமிழகத்தைச் சேர்ந்த தமிழ்த் திரைப்பட பின்னணிப் பாடகர். வாழ்க்கைக் குறிப்பு இவரின் பெற்றோர், புகழ்பெற்ற தமிழ்த் திரைப்பட பின்னணிப் பாடகர் திருச்சி லோகநாதன்…",டி. எல். மகராஜன் (பிறப்பு: 9 மார்ச் 1954) தமிழகத்தைச் சேர்ந்த தமிழ்த் திரைப்பட பின்னணிப் பாடகர். ,"இவரின் பெற்றோர், புகழ்பெற்ற தமிழ்த் திரைப்பட பின்னணிப் பாடகர் திருச்சி லோகநாதன் – ராஜலக்சுமி ஆவர். தனது 10ஆவது வயதில் வள்ளலார் எனும் நாடகத்தில் மகராஜன் முதன்முதலாகப் பாடினார். தனது 12ஆவது வயதில் திருவருட்செல்வர் திரைப்படத்தில் காதலாகிக் கசிந்து… எனும் பாடலை பின்னணியில் பாடினார். ","திரைப்படங்களில் குறைந்த அளவில் பாடியுள்ள மகராஜன், நிறைய பக்திப் பாடல்களைப் பாடியுள்ளார். இவர் பாடிய பக்திப் பாடல்கள் தொகுப்புகளாக வெளி வந்துள்ளன. தொலைக்காட்சிகளில் இடம்பெறும் பாடலிசைப் போட்டிகள் பலவற்றில் நீதியரசராக செயலாற்றி வருகிறார். ",
பாடகர் சுரேஷ் பீட்டர்ஸ் | Singer Suresh Peters,https://tamizharulagam.in/2021/04/27/singersureshpeters094927/,"
				April 27, 2021			","சுரேஷ் பீட்டர்ஸ் தென் இந்தியாவை சேர்ந்த இசை அமைப்பாளர் மற்றும் பின்னணி பாடகர் ஆவார். இசை அமைப்பாளர் ஏ. ஆர். ரகுமான் உடன் இணைந்து ஜென்டில்மன், காதலன், திருடா திருடா, இந்தியன், ஜீன்ஸ்,…","சுரேஷ் பீட்டர்ஸ் தென் இந்தியாவை சேர்ந்த இசை அமைப்பாளர் மற்றும் பின்னணி பாடகர் ஆவார். இசை அமைப்பாளர் ஏ. ஆர். ரகுமான் உடன் இணைந்து ஜென்டில்மன், காதலன், திருடா திருடா, இந்தியன், ஜீன்ஸ், சிவாஜி ஆகிய படங்களில் பாடி உள்ளார். பஞ்சாபி ஹவுஸ் என்ற மலையாள படம் மூலம் இசை அமைப்பாளராக அறிமுகம் ஆனார். ",,பாடகர் சுரேஷ் பீட்டர்ஸ் – விக்கிப்பீடியா,ஜென்டில்மன் : சிக்கு புக்கு ரயிலே 
பாடகர் சுக்விந்தர் சிங் | Singer Sukhwinder Singh,https://tamizharulagam.in/2021/04/27/singersukhwindersingh094812/,"
				April 27, 2021			","சுக்விந்தர் சிங் (Sukhwinder Singh) 1971 ஜூலை 18 அன்று பிறந்த ஒரு இந்திய பாலிவுட் பின்னணி பாடகர் ஆவார். 1998ஆம் ஆண்டு மணிரத்னத்தின் இயக்கத்தில் ஏ.ஆர்.ரஹ்மான் இசையமைத்து குல்சார் எழுதிய, தில்…","சுக்விந்தர் சிங் (Sukhwinder Singh) 1971 ஜூலை 18 அன்று பிறந்த ஒரு இந்திய பாலிவுட் பின்னணி பாடகர் ஆவார். 1998ஆம் ஆண்டு மணிரத்னத்தின் இயக்கத்தில் ஏ.ஆர்.ரஹ்மான் இசையமைத்து குல்சார் எழுதிய, தில் சே திரைப்டத்திலிருந்து “சைய்யா சைய்யா” என்ற பாடலுக்காக 1999 ஆம் ஆண்டு ஃபிலிம்ஃபேர் விருதுகளில் சிறந்த ஆண் பின்னணிப் பாடகருக்கான விருதை பெற்றவர். இந்த பாடலை சப்னா அவஸ்தியுடன் இணைந்து பாடியுள்ளார். சிங் பின்னர் ஸ்லம்டாக் மில்லியனர் திரைப்படத்தில் “ஜெய் ஹோ” பாடலில் சர்வதேச புகழ் பெற்றார், இது சிறந்த பாடலுக்கான அகாடமி விருது மற்றும் மோஷன் பிக்சர், தொலைக்காட்சி அல்லது பிற காட்சி ஊடகத்திற்கான சிறந்த பாடலுக்கான கிராமி விருது வென்றது. 2014 ஆம் ஆண்டில் வெளியான திரைப்படமான ஹைடர் திரைப்படத்திற்கான அவரது பங்களிப்பு அவருக்கு சிறந்த ஆண் பின்னணி பாடகருக்கான தேசிய திரைப்பட விருதைப் பெற்றுத் தந்தது . ","சிங் ஆரம்பத்தில் பஞ்சாப், அம்ரித்ஸரில் இருந்து வந்தார். சிங் தனது 8 ஆவது வயதில் மேடை நாடகத்தில் பாட ஆரம்பித்தார், 1970 ஆம் ஆண்டு வெளியானத் திரைப்படமான “அபினேத்திரி” என்ற படத்தில் இடம்பெற்ற ”கிஷோர் குமார் மற்றும் லதா மங்கேஷ்கர் ஆகியோர் பாடிய “ச ரி க ம பா” என்ற பாடலை பாடினார். அவர், டி. சிங் என்பவருடன் இணைந்து “முண்டா சவுத்ஹால் டா” என்று ஒரு பஞ்சாபி இசைத் தொகுப்பை வெளியிட்டார். பின்னர், லக்ஷ்மிகாந்த்-பியாரிலால் இசைக் குழுவில் சேர்ந்தார். அந்த சமயத்தில், அவர் ரட்சகன் என்ற படத்தில் பாடினார். ","சுக்விந்தர் சிங் ஏ.ஆர்.ரஹ்மான் இசையமைத்த தில் சே படத்தின் “சைய்யா சைய்யா” பாடலுக்காக சிறந்த ஆண் பின்னணி பாடகருக்கான பிலிம்பேர் விருதை வென்றார், மற்றும் சலிம் சுலைமான் இசையில் ராப் நே பானா தி ஜோடி என்ற படத்தில் “ஹாலே ஹாலே” என்ற பாடலுக்காகவும் பிலிம்பேர் விருதை பெற்றுள்ளார். ",
பாடகர் சி. சத்யா | Singer C. Sathya,https://tamizharulagam.in/2021/04/27/singerc-sathya094735/,"
				April 27, 2021			",சி. சத்யா (C.Sathya ) என்பவர் ஒரு தென்னிந்திய இசையமைப்பாளர் மற்றும் பின்னணி பாடகராவார். இவர் சில்லுனு ஒரு காதல்திரைப்பட இயக்குநரான கிருஷ்ணா இயக்கிய ’ஏன் இப்படி மயக்கினாய்’ படம் மூலம் இசையமைப்பாளராக…,"சி. சத்யா (C.Sathya ) என்பவர் ஒரு தென்னிந்திய இசையமைப்பாளர் மற்றும் பின்னணி பாடகராவார். இவர் சில்லுனு ஒரு காதல்திரைப்பட இயக்குநரான கிருஷ்ணா இயக்கிய ’ஏன் இப்படி மயக்கினாய்’ படம் மூலம் இசையமைப்பாளராக 2009 இல் அறிமுகமானார். அந்தப் பாடப் பாடல்கள் வெளிவந்ததே தவிர, படம் வெளிவரவில்லை. இதன்பிறகு வெற்றிபெற்ற தமிழ் திரைப்படமான எங்கேயும் எப்போதும் திரைப்படத்திற்கு இசையமைத்தார் அதன்பிறகு வெற்றிகரமாக பல படங்களுக்கு இசையமைத்தார். இவர் தெலுங்கு படமான சம்திங் சம்திங் படத்திற்கு இசையமைத்ததின் மூலம் புகழ்பெற்றார். ","சென்னையில் பிறந்து வளர்ந்தவர் சத்யா. இவரது தந்தை சிதம்பரம் கலைவாணர் என். எஸ். கிருஷ்ணனின் நாடகக்குழுவில் பாடி ஆர்மோனியம் வாசித்தவர். தன் மகன் சத்யாவுக்கு எட்டு வயதிலிருந்தே காலையில் எழுப்பி மரபிசையை கற்பிக்கத் துவங்கினார். அடுத்து நாஞ்சில் ராஜா, சாம்பசிவம், சீதா நாராயணன் ஆகியோர் கர்னாடக இசையை ஆழமாகச் சொல்லித் தந்தனர். வட சென்னையில் புகழ்வாய்ந்த ‘வசீகரா’, ‘கீரவாணி’ ஆகிய இசைக் குழுக்களின் கீபோர்ட் கலைஞரானார். 1997 இல் கங்கை அமரன் மெல்லிசைக் குழுவில் முதன்மை கீபோர்ட் வாசிப்பாளர் ஆனார். சன் தொலைக்காட்சி, ஜெயா தொலைக்காட்சி ஆகியவற்றின் பிரபல இசை நிகழ்ச்சிகளுக்கு துவக்கப் பாடல் இசையமைப்பது, இசை நிகழ்ச்சிகளின் பேண்ட் தலைவராக மாறுவது என அடுத்தடுத்து முன்னேற்றம் கண்டார். அடுத்து தொலைக்காட்சித் தொடர்களுக்கு இசையமைத்து விருதுகள் பெற்றார். விஜய் தொலைக்காட்சியின் ‘சரவணன் மீனாட்சி’ தொடரின் அடையாள இசையான ‘ஏலேலோ…ஏலேலே…’ இவரின் கைவண்ணத்தில் உருவானது. தொலைக்காட்சி நிகழ்ச்சிகளுக்கு இசையமைத்தபோது விளம்பரப் படங்களுக்கு ஜிங்கில்ஸ் இசையமைக்க வாய்ப்பு கிடைத்தது. இசையமைப்பாளர் பாலபாரதி, பரத்வாஜ், சிற்பி ஆகியோரிடம் சில காலம் கீபோர்ட் கலைஞராகவும், ஒலி நிரலராக (சவுண்ட் புரோகிராமர்) இருந்தார். முதன்முதலில் ஏன் இப்படி மயக்கினாய் என்ற படத்திற்கு இசையமைத்தார். ஆனால் படம் வெளிவரவில்லை. இதன்பிறகு எங்கேயும் எப்போதும் படத்திற்கு இசையமைத்து புகழ்பெற்றார். ",,ஏன் இப்படி மயக்கினாய் (2009) 
பாடகர் சித் ஸ்ரீராம் | Singer Sid Sriram,https://tamizharulagam.in/2021/04/27/singersidsriram094743/,"
				April 27, 2021			",சித் ஸ்ரீராம்(Sid Sriram) (பிறப்பு 19 மே 1992) ஒரு இந்திய அமெரிக்க இசை உருவாக்குநர் மற்றும் பின்னணிப் பாடகர் ஆவார். இவர் பாடல்கள் எழுதுபவரும் கூட. தற்போது தமிழ் மற்றும் தெலுங்குத்…,"சித் ஸ்ரீராம்(Sid Sriram) (பிறப்பு 19 மே 1992) ஒரு இந்திய அமெரிக்க இசை உருவாக்குநர் மற்றும் பின்னணிப் பாடகர் ஆவார். இவர் பாடல்கள் எழுதுபவரும் கூட. தற்போது தமிழ் மற்றும் தெலுங்குத் திரைப்படத் துறையில் பின்னணிப் பாடகராகப் பணியாற்றி வருகிறார். வழக்கமாக, இவர் புகழ் பெற்ற பரதநாட்டியக் கலைஞர் பல்லவி ஸ்ரீராம் உடன் இணைந்து பணியாற்றி வந்தார். ","இந்தியாவில், தமிழ்நாட்டில் சென்னையில் இவர் பிறந்தார். இவருக்கு ஒரு வயதாக இருந்த பொழுது இவரது பெற்றோர் சான் பிரான்சிஸ்கோ விரிகுடாப் பகுதிக்குச் சென்றனர். ப்ரிமவுண்ட்டில் வளர்ந்த இவரின் இசைத்திறமை இவரது தாயாரால் பேணி வளர்க்கப்பட்டது. இவரது தாயார் லதா ஸ்ரீராம் சான் பிரான்சிஸ்கோ விரிகுடாப் பகுதியில் ஒரு கருநாடக இசை ஆசிரியர் ஆவார். இவர் அதே நேரத்தில் ரிதம் அண்ட் புளூஸ் உடன் இணைந்து பணியாற்றி வந்தார். 2008 ஆம் ஆண்டில் மிசன் சான் ஜோஸ் உயர்நிலைப் பள்ளியில் பட்டப்படிப்பை முடித்த பிறகு, பெர்க்லி இசைக் கல்லூரியில் சேர்ந்து இசைத் தயாரிப்பு மற்றும் இசைப் பொறியியலில் பட்டம் பெற்றார். தனது கல்லூரிக் காலத்திலிருந்தே தொடர்ச்சியாக இந்தியாவிற்கு வந்து டிசம்பர் மாத மார்கழி உற்சவங்களில் கர்நாடக இசைக் கச்சேரிகளில் கலந்து கொண்டு வந்தார். ",2013 ஆம் ஆண்டில் ஏ. ஆர். ரகுமான் இசையில் வெளிவந்த கடல் திரைப்படத்தில் இடம் பெற்ற “அடியே” பாடலைப் பாடிய பிறகு புகழின் உச்சத்திற்குச் சென்றார். 2015 ஆம் ஆண்டில் ஐ திரைப்படத்தில் இடம் பெற்ற “என்னோடு நீ இருந்தால்” பாடலுக்காக தமிழில் சிறந்த பின்னணிப் பாடகருக்கான பிலிம்பேர் விருதினைப் பெற்றார். ,
பாடகர் சாகுல் ஹமீது | Singer Shahul Hameed,https://tamizharulagam.in/2021/04/27/singershahulhameed094711/,"
				April 27, 2021			","சாகுல் ஹமீது (Shahul Hameed, இறப்பு: 1998) தென்னிந்தியத் திரைப்படப் பின்னணிப் பாடகர். இவரது பாடல்கள் பெரும்பாலும் ஏ. ஆர். ரகுமான் இசைத்த தமிழ்த் திரைப்படங்களில் அமைந்துள்ளன. 1980களில் சாகுல் ஹமீது தொலைக்காட்சி…","சாகுல் ஹமீது (Shahul Hameed, இறப்பு: 1998) தென்னிந்தியத் திரைப்படப் பின்னணிப் பாடகர். இவரது பாடல்கள் பெரும்பாலும் ஏ. ஆர். ரகுமான் இசைத்த தமிழ்த் திரைப்படங்களில் அமைந்துள்ளன. 1980களில் சாகுல் ஹமீது தொலைக்காட்சி நிகழ்ச்சிகளில் பாடல்களைப் பாடி வந்தார். 30க்கும் மேற்பட்ட பாடல்களை இசைத்தென்றல் மற்றும் சில நிகழ்ச்சிகளில் பாடியுள்ளார். இவர் 1989ல் ஏ. ஆர். ரகுமானுடன் இணைந்து தீன் இசை மழை என்ற இஸ்லாமிய இசைப் பாடல்களை பாடிப் புகழ் பெற்றார். ",1998ல் சென்னைக்கு அருகே நடந்த ஒரு வாகன விபத்தில் சாகுல் ஹமீது இயற்கை எய்தினார். ,,
பாடகர் சத்தியன் மகாலிங்கம் | Singer Sathyan singer,https://tamizharulagam.in/2021/04/27/singersathyansinger094520/,"
				April 27, 2021			","சத்யன் என்றறியப்படும் சத்தியன் மகாலிங்கம் ஓர் இந்தியத் திரைப்படப் பின்னணிப் பாடகர் மற்றும் இசையமைப்பாளர் ஆவார். வசூல்ராஜா எம்.பி.பி.எஸ் திரைப்படத்தில் இடம்பெற்ற கலக்கப்போவது யாரு பாடல், அறிந்தும் அறியாமலும் திரைப்படத்தில் இடம்பெற்ற சில்…","சத்யன் என்றறியப்படும் சத்தியன் மகாலிங்கம் ஓர் இந்தியத் திரைப்படப் பின்னணிப் பாடகர் மற்றும் இசையமைப்பாளர் ஆவார். வசூல்ராஜா எம்.பி.பி.எஸ் திரைப்படத்தில் இடம்பெற்ற கலக்கப்போவது யாரு பாடல், அறிந்தும் அறியாமலும் திரைப்படத்தில் இடம்பெற்ற சில் சில் என்ற பாடல், பாஸ் என்கிற பாஸ்கரன் திரைப்படத்தில் இடம்பெற்ற தலைப்புப் பாடல் போன்ற வெற்றிப் பாடல்களைப் பாடியதன் மூலமாக புகழ்பெற்றார். ",,,
பாடகர் சபேஷ் முரளி | Singer Sabesh–Murali,https://tamizharulagam.in/2021/04/27/singersabesh-murali094533/,"
				April 27, 2021			","சபேஷ் – முரளி (ஆங்கிலம்:Sabesh-Murali) ஆகிய இருவரும் இந்திய இரட்டை இசையமைப்பாளர் ஆவர். இவர்கள் பின்னணிப் பாடல்களும் பாடியுள்ளனர். வரலாறு தமிழ்நாட்டில் உள்ள, சென்னையைச் சேர்ந்த இவர்கள் இருவரும் உடன்பிறந்த இரட்டை சகோதரர்களாவார்கள்….",சபேஷ் – முரளி (ஆங்கிலம்:Sabesh-Murali) ஆகிய இருவரும் இந்திய இரட்டை இசையமைப்பாளர் ஆவர். இவர்கள் பின்னணிப் பாடல்களும் பாடியுள்ளனர். ,"தமிழ்நாட்டில் உள்ள, சென்னையைச் சேர்ந்த இவர்கள் இருவரும் உடன்பிறந்த இரட்டை சகோதரர்களாவார்கள். இருவரும் தமிழில் புகழ்பெற்ற இசையமைப்பாளரான தேவா அவர்களுக்கு உதவி இயக்குனர்களாக பணியாற்றியுள்ளனர். இவர்கள் இருவரும் இணைந்து பொக்கிசம், மிளகா, இம்சை அரசன் 23ஆம் புலிகேசி, கோரிப்பாளையம் போன்ற புகழ்பெற்ற தமிழ்த் திரைப்படங்களுக்கு இசை அமைத்துள்ளனர். ",,
பாடகர் கானா பாலா | Singer Gana Bala,https://tamizharulagam.in/2021/04/27/singerganabala094424/,"
				April 27, 2021			","கானா பாலா என்ற பெயரால் பெரிதும் அறியப்படும் பால முருகன், தமிழ்த் திரைப்படங்களில் புகழ்பெற்ற பின்னணிப் பாடகர் ஆவார். கானா பாடல்கள் என்ற இசைவகையில் மிகச் சிறந்த பாடலாசிரியராகவும் பாடகராகவும் விளங்குகிறார்.அட்டகத்தியில் ‘ஆடி…","கானா பாலா என்ற பெயரால் பெரிதும் அறியப்படும் பால முருகன், தமிழ்த் திரைப்படங்களில் புகழ்பெற்ற பின்னணிப் பாடகர் ஆவார். கானா பாடல்கள் என்ற இசைவகையில் மிகச் சிறந்த பாடலாசிரியராகவும் பாடகராகவும் விளங்குகிறார்.அட்டகத்தியில் ‘ஆடி போனா ஆவணி’, ‘நடுக்கடலுல கப்பல’ பாடல்கள் மூலம் பிரபலமானார். இசையமைப்பாளர் தேவாவிற்குப் பின்னதாக கானா பாடல்களை தமிழ் திரைப்படத்துறையில் மீள்வரவு செய்வதில் இவருக்கு முதன்மை இடம் உள்ளது. தமது சில கானா பாடல்களுக்கு இவரே பாடல் வரிகளையும் இயற்றி உள்ளார். ",,,
பாடகர் எஸ். வி. வெங்கட்ராமன் | Singer S. V. Venkatraman,https://tamizharulagam.in/2021/04/27/singers-v-venkatraman094245/,"
				April 27, 2021			","எஸ். வி. வெங்கட்ராமன் (25 ஏப்ரல் 1911 – 7 ஏப்ரல் 1998) தமிழ்த் திரையுலகில் குறிப்பிடத்தக்க இசையமைப்பாளராக விளங்கியவர். நடிகராகவும், பாடகராகவும் தமிழ்த் திரைப்படங்களில் தனது பங்களிப்பினைத் தந்தவர். இருநூறுக்கும் மேற்பட்ட…","எஸ். வி. வெங்கட்ராமன் (25 ஏப்ரல் 1911 – 7 ஏப்ரல் 1998) தமிழ்த் திரையுலகில் குறிப்பிடத்தக்க இசையமைப்பாளராக விளங்கியவர். நடிகராகவும், பாடகராகவும் தமிழ்த் திரைப்படங்களில் தனது பங்களிப்பினைத் தந்தவர். இருநூறுக்கும் மேற்பட்ட தமிழ், தெலுங்கு, கன்னடம், மலையாளம் மற்றும் இந்தி மொழித் திரைப்படங்களுக்கு இவர் இசையமைத்தார். ",,பாடகர் எஸ். வி. வெங்கட்ராமன் – விக்கிப்பீடியா,சகுந்தலை (1940) 
பாடகர் எஸ். சி. கிருஷ்ணன் | Singer S. C. Krishnan,https://tamizharulagam.in/2021/04/27/singers-c-krishnan094225/,"
				April 27, 2021			",எஸ். சி. கிருஷ்ணன் சௌராட்டிர சமூகத்தைச் சேர்ந்த தென்னிந்தியாவின் பழம்பெரும் திரைப்படப் பின்னணிப் பாடகர் ஆவார். 1950களில் தமிழ்திரைப்படங்களில் பல பாடல்களைப் பாடியுள்ளார். தமிழர் உள்ளத்தில் நீங்கா இடம் பிடித்த ‘அத்தானும் நான்…,"எஸ். சி. கிருஷ்ணன் சௌராட்டிர சமூகத்தைச் சேர்ந்த தென்னிந்தியாவின் பழம்பெரும் திரைப்படப் பின்னணிப் பாடகர் ஆவார். 1950களில் தமிழ்திரைப்படங்களில் பல பாடல்களைப் பாடியுள்ளார். தமிழர் உள்ளத்தில் நீங்கா இடம் பிடித்த ‘அத்தானும் நான் தானே’, ‘சித்தாடை கட்டிக்கிட்டு’, ‘மண்ணை நம்பி மரமிருக்கு’ ஆகிய பாடல்களைப் பாடியுள்ளார். ","அப்போது இராமநாதபுரம் மாவட்டத்தின் கீழிருந்த சிவகங்கையில் 1929 ஆம் ஆண்டு செல்வம் ஆச்சாரி என்ற நகைத் தொழிலாளியின் நான்காவது மகனாகப் பிறந்தார். 1937 ஆம் ஆண்டு டி. கே. எஸ். நாடகக் குழுவில் நடிகராகச் சேர்ந்தார். பின்னர் என். எஸ். கிருஷ்ணன், கே. ஆர். ராமசாமி ஆகியோரின் நாடகக் குழுக்களிலும் நடிகராக இருந்துள்ளார். அப்போது அறிஞர் அண்ணாவின் வேலைக்காரி, ஓர் இரவு ஆகிய நாடகங்களில் நடித்துள்ளார். இந்த இரண்டு நாடகங்களும் பின்னர் திரைப்படமாக்கப்பட்டன. ","1949 ஆம் ஆண்டு சேலம் மாடர்ன் தியேட்டர்ஸ் நிறுவனத்தில் நடிகராக வேலைக்குச் சேர்ந்தார். பெரிய திரைப்பட தயாரிப்பு நிறுவனங்களில் அக்காலத்தில் நடிகர்கள் மாதச் சம்பளத்தில் நியமிக்கப்படுவது வழக்கம். அங்கு வேலை செய்யும் காலத்தில் மாடர்ன் தியேட்டர்ஸ் தயாரித்த பல படங்களில் நடித்துள்ளார். 1952 ஆம் ஆண்டு இந்த நிறுவனம் கல்யாணி என்ற திரைப்படத்தைத் தயாரித்த போது அதில் முதன்முதலாக இரண்டு பாடல்கள் பாடினார். ஒரு பாடலைத் தனித்தும், மற்றப் பாடலை கே. ராணியுடன் இணைந்தும் பாடினார். தனித்துப் பாடிய கலப்படம், கலப்படம் என்ற பாடல் புகழ் பெற்றது. அதன் பின் பின்னணிப் பாடகராக விளங்கினார். ",
பாடகர் எஸ். என். சுரேந்தர் | Singer S. N. Surendar,https://tamizharulagam.in/2021/04/27/singers-n-surendar094208/,"
				April 27, 2021			","௭ஸ். ௭ன் சுரேந்தர் தமிழ் திரைப்படப் பின்னணிப் பாடகர் மற்றும் பின்னணி பேசும் கலைஞர் ஆவார். திரைப்படப் பட்டியல் நடித்த திரைப்படங்கள் table, th, td {border: 1px solid black;border-collapse: collapse;}td,th…",௭ஸ். ௭ன் சுரேந்தர் தமிழ் திரைப்படப் பின்னணிப் பாடகர் மற்றும் பின்னணி பேசும் கலைஞர் ஆவார். ,,,
பாடகர் எம். ஜி. ஸ்ரீகுமார் | Singer M. G. Sreekumar,https://tamizharulagam.in/2021/04/27/singerm-g-sreekumar094119/,"
				April 27, 2021			","எம்.ஜி. ஸ்ரீகுமார் (M. G. Sreekumar), (பிறப்பு: மே 25, 1958) மலையாள படவுலகில்,இரண்டு முறை தேசிய விருது பெற்ற இந்திய பின்னணிப் பாடகர் மற்றும் இசை இயக்குனர் ஆவார். இவர், மலையாளம்…","எம்.ஜி. ஸ்ரீகுமார் (M. G. Sreekumar), (பிறப்பு: மே 25, 1958) மலையாள படவுலகில்,இரண்டு முறை தேசிய விருது பெற்ற இந்திய பின்னணிப் பாடகர் மற்றும் இசை இயக்குனர் ஆவார். இவர், மலையாளம் , தமிழ் , தெலுங்கு , கன்னடம் மற்றும் இந்தி மொழிகளில் பாடியுள்ளார். இவர், இசையமைப்பாளர் எம்.ஜி. ராதாகிருஷ்ணன் மற்றும் பாடகி கே. ஓமனகுட்டி ஆகியோரின் இளைய சகோதரர் ஆவார். இவர், கே.எம்.ஜி மியூசிக்ஸ் என்ற இசை நிறுவனத்தையும், மற்றும் திருவனந்தபுரத்தில் உள்ள பூஜப்புராவில் சரிகம என்கிற பெயரில் இசைப் பள்ளியையும் நடத்தி வருகிறார். ","எம்.ஜி. ஸ்ரீகுமார், கேரளாவின் ஆலப்புழா மாவட்டத்தில் , ஹரிபாத், என்னும் இடத்தில், மே 25, 1957 ம் ஆண்டு இசையமைப்பாளர் மற்றும் ஹார்மோனிஸ்ட் மலபார் கோபாலன் நாயர் மற்றும் ஹரிகதா சொல்பவரான கமலாச்சி அம்மா ஆகியோருக்கு இளைய மகனாகப் பிறந்தார். ஸ்ரீகுமார், ஸ்டேட் பாங்க் ஆப் திருவாங்கூர் , திருவனந்தபுரத்தில் , ஒரு பாடகராகத் தனது தொழிலைத் தொடங்குவதற்கு முன்பு பணிபுரிந்தார். அவரது சகோதரர் எம்.ஜி. ராதாகிருஷ்ணனுடன் கர்நாடக இசை நிகழ்ச்சிகளில் பங்குபெற்று தனது இசை வாழ்க்கையைத் தொடங்கினார். அவரது மூத்த சகோதரர், மறைந்த எம்.ஜி. ராதாகிருஷ்ணன் , விருது பெற்ற இசை இயக்குநராகவும், கர்நாடக இசைக்கலைஞராகவும் இருந்தார் . அவரது மூத்த சகோதரி கே. ஓமனகுட்டி , ஒரு பாரம்பரிய இசை பாடகராகவும் மற்றும் கேரளா இசை அகாதமியில் முதல்வராகவும் இருந்தார். பின்னணிப் பாடகர் கே.எஸ். ஹரிசங்கர் இவரது மருமகன் ஆவார். ","அசோக் குமார் இயக்கிய ‘கூலி’ (1983) திரைப்படத்தில் ஸ்ரீகுமார் அறிமுகமானார். மோகன்லால் நடித்த பிரியதர்சனால் இயக்கப்பட்ட சித்ரம் (1988), மலையாளப் படத்தின் அனைத்துப் பாடல்களையும் இவர் பாடியுள்ளார். மேலும், இவர் மலையாளம் , தமிழ் , ஹிந்தி மற்றும் தெலுங்கு படங்களில் 3,000 க்கும் மேற்பட்ட பாடல்களைப் பாடியுள்ளார். ",
