image_url,page_url,summary,table,top_songs,songs
,,,,,
"			",,,,,
"						Piya Tu Ab to Aaja",,,,,
"						",,,,,
"					",,,,,
"				""",undefined,,,,
https://img4.bdbphotos.com/images/120x156/x/u/xus8r7lghgkiik.jpg?skj2io4l,https://www.famousfix.com/topic/dhanush,"Venkatesh Prabhu Kasthuri Raja (born 28 July 1983), better known by his stage name Dhanush, is an Indian actor, producer, director, writer, lyricist, screenwriter and playback singer who predominantly works in Tamil cinema. Due to his martial arts influenced fight scenes in films, he has been nicknamed the ""Indian Bruce Lee"" by Indian media and fans. Starring in 44 films over his career, among Dhanush's awards include 13 SIIMA Awards, nine Vijay Awards, seven Filmfare Awards South, five Vikatan Awards, five Edison Awards, three National Film Awards and a Filmfare Award. He has been included in the Forbes India Celebrity 100 list six times, which is based on the earnings of Indian celebrities.",,,
https://img4.bdbphotos.com/images/120x156/u/6/u662mpkjsljmmj.jpg?skj2io4l,https://www.famousfix.com/topic/karthik-muthuraman,"Murali Karthikeyan Muthuraman, better known by stage name Karthik, is an Indian film actor, playback singer and politician who works mainly in Tamil cinema. He is the son of actor R. Muthuraman. He was first introduced by Bharathiraja in the film Alaigal Oivathillai (1981). He has primarily appeared in lead roles in Tamil films, who was also known as Navarasa Nayagan. He has also appeared in some  Telugu films. Karthik has acted in more than 125 films. He has been the recipient of the Tamil Nadu State Film Awards and the Nandi Award. He won four Filmfare Awards South.",,,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Age	38",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Birthday	18 November, 1982",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Birthplace Delhi, India ",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Height	5' 7"" (170 cm)",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Eye Color	Brown - Dark",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Hair Color	Black",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Zodiac Sign	Scorpio",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Nationality	Indian",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Occupation	Singer",,
https://img4.bdbphotos.com/images/120x156/4/e/4exf7wa5i4ava5va.jpg?skj2io4l,https://www.famousfix.com/topic/neha-bhasin,"Neha Bhasin is an Indian singer-songwriter, performer, and TV hostess and was a member of the Indian pop girl group Viva!.","Claim to Fame	Viva!",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Age	35",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Birthday	25 December, 1985",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Birthplace Arakkonam, Tamil Nadu, India ",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Height	5' 5"" (165 cm)",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Eye Color	Brown - Dark",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Hair Color	Brown - Dark",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Zodiac Sign	Capricorn",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Nationality	Indian",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Occupation	Actress",,
https://img4.bdbphotos.com/images/120x156/f/n/fncixj5tf292259j.jpg?skj2io4l,https://www.famousfix.com/topic/andrea-jeremiah,"Andrea Jeremiah is an Indian actress, playback singer, and musician works predominantly in Tamil, Malayalam and Telugu films. She began her career as a playback singer, and has subsequently appeared in films as supporting to lead role.","Claim to Fame	Ayirathil Oruvan",,
https://img4.bdbphotos.com/images/120x156/r/a/rao7wzeyi1z0ywi7.jpg?skj2io4l,https://www.famousfix.com/topic/anushka-manchanda,"Anushka Manchanda (born 11 February 1984) is an Indian singer, model, actress and former VJ. She came to prominence as a member of the Indipop girl group Viva!. Manchanda was also a participant in the reality television series Jhalak Dikhhla Jaa and the winner of Khatron ke khiladi 2.",,,
https://img4.bdbphotos.com/images/120x156/1/5/15km3ekln62d2ldk.jpg?skj2io4l,https://www.famousfix.com/topic/javed-ali,"Javed Ali is an Indian playback singer who predominantly sings in Hindi language Bollywood films. He has also sung in various regional languages like Bengali, Kannada, Malayalam, Marathi, Odia, Tamil, Telugu and Urdu.",,,
https://img4.bdbphotos.com/images/120x156/3/6/36m0bgwt2iorm6.jpg?skj2io4l,https://www.famousfix.com/topic/anuradha-sriram,"Anuradha Sriram (born 9 July 1970) is an Indian carnatic and playback singer who hails from the Indian state of Tamil Nadu. She has sung more than 2,000 songs in Tamil, Telugu, Malayalam, Kannada and Hindi films.",,,
https://img4.bdbphotos.com/images/120x156/s/5/s5laozp0jx1o0oja.jpg?skj2io4l,https://www.famousfix.com/topic/sadhana-sargam,"Sadhana Sargam (born 7 March 1969) is an Indian singer known for playback career in Indian cinema predominantly in Hindi and Tamil films. She is a recipient of the National Film Award and Filmfare Awards South. She has also won five Maharashtra State Film awards, four Gujarat State Film Awards and has also been awarded the 'Lata Mangeshkar Award' from the Government of Madhya Pradesh.",,"
					RankTitle
				
				
					
						1
						Kar Darshanam						
					
				
					
						2
						Bhoomi Prarthana						
					
				
					
						3
						Pratah Smaranam						
					
				
					
						4
						Nijama Nijama (Language: Tamil; Film: Virumbukiren; Film Artists: Prashanth, Sneha)						
					
				
					
						5
						Gayatri Mantra						
					
				
					
						6
						Snaan Mantra						
					
				
					
						7
						Thigu Thigu Raathiri						
					
				
					
						8
						Surya Namasker						
					
				
					
						9
						Pranayaam Mantra						
					
				
					
						10
						Tilak Mantra						
					
																	
			","
					
						Akkam Pakkam
						
					
				
					
						09 - Saat Samundar Paar-(MyMp3Singer.com)
						
					
				
					
						Aaj Mon Cheyeche Ami Hariye Jabo
						
					
				
					
						Aaj tobe Eituku Thak
						
					
				
					
						Aami Boli Tomay
						
					
				
					
						Aarti Balkrishna Ki Kije - Balkrishna Aarti
						
					
				
					
						Aarti Ganga Maiya Ki
						
					
				
					
						Aarti Kunj Bihari Ki
						
					
				
					
						Aarti Ramayan Ji Ki
						
					
				
					
						Aarti Vaishno Devi Ki
						
					
				
					
						Aashiqui Mein Had Se
						
					
				
					
						Aashiqui Mein Har Aashiq
						
					
				
					
						Aashirvachan
						
					
				
					
						Aaste Mana
						
					
				
					
						Agrala Sotra
						
					
				
					
						Akash Prodeep Jwale
						
					
				
					
						Amar Kotha Sisir Veja
						
					
				
					
						Amar Malatilata
						
					
				
					
						Amma Un Pillai
						
					
				
					
						Anbae
						
					
				
					
						Anbay (Sky)
						
					
				
					
						Anupam Madhuri
						
					
				
					
						Arima Arima
						
					
				
					
						Arti Ovalechatey Jay Ambe
						
					
				
					
						Ashar Srabon
						
					
				
					
						Aye Hain Navratra
						
					
				
					
						Azhage Sukama
						
					
				
					
						Baba Neeku Mokkutha
						
					
				
					
						Bade Bhagya Shabari Ne Paaye
						
					
				
					
						Badi Door Nagri
						
					
				
					
						Bal Khelate
						
					
				
					
						Banno Rani
						
					
				
					
						Bansher Banshi Dosh
						
					
				
					
						Been Music
						
					
				
					
						Bhalo Kore Tumi Cheye Dekho
						
					
				
					
						Bhole Shankar Se
						
					
				
					
						Bhoomi Prarthana
						
					
				
					
						Bhoomi Prathana
						
					
				
					
						Bhramara Phooler Kaane
						
					
				
					
						Bojhona Keno Je Bojhona
						
					
				
					
						Bondhua Keno Gelo
						
					
				
					
						""Boro Sunyo Sunyo"" Ontobihin Kate Na Aar Jeno
						
					
				
					
						Brigade Mathe Mitin
						
					
				
					
						Bujhbe Na Keu Buhjbe Na
						
					
				
					
						Chabi Deya Putul
						
					
				
					
						Chanchalo Mayuri Ae Raat
						
					
				
					
						Chand Tumi Chand Mukh
						
					
				
					
						Chanda Re (from the film 'Sapnay')
						
					
				
					
						Chandi Smaranam
						
					
				
					
						Chhoto Chhoto Swapna Asha
						
					
				
					
						Chole Jete Jete
						
					
				
					
						Chupke Se
						
					
				
					
						Dandapani Stotram
						
					
				
					
						Deepdanam
						
					
				
					
						Devi Atharvashirsh
						
					
				
					
						Devi Dhun (Jai Durge Bhavani)
						
					
				
					
						Devi Gayatri Mantra
						
					
				
					
						Dub Dere Mon
						
					
				
					
						Dukkha Amar Keu Bujhlona [2]
						
					
				
					
						Durga Durgatna Dhari
						
					
				
					
						Ekshokhana TvR
						
					
				
					
						En Anbe
						
					
				
					
						En Nenjil
						
					
				
					
						Ganapati Shloka
						
					
				
					
						Ganeshasya Smaranam
						
					
				
					
						Garbhsamvaad - Ek Tere Aa Janese
						
					
				
					
						Gayati Mantra #4
						
					
				
					
						Gayatri Mantra
						
					
				
					
						Guru Smaranam
						
					
				
					
						Hai Hai Pran Jai
						
					
				
					
						Hanuman Chalisa - Raag Desh
						
					
				
					
						Hari Om
						
					
				
					
						Hazar Tara Akashe
						
					
				
					
						Heri Main To Dard Deewani
						
					
				
					
						Hey Dhan Ki Devi
						
					
				
					
						Hey Mata Tu Pratham
						
					
				
					
						Hotat Vison Valo Lagche
						
					
				
					
						Iniya Naal (Language: Tamil; Film: Manasellam; Film Artist 1: Srikanth; Film Artist 2: Trisha)
						
					
				
					
						Jabar Bela Pichu Theke
						
					
				
					
						Jago Mohan Pritam
						
					
				
					
						Jai Ambe Gauri
						
					
				
					
						Jai Bhagwad Gite - Bhagwad Gita Aarti
						
					
				
					
						Jai Ganesh Jai Ganesh Deva
						
					
				
					
						Jai Gange Mata - Ganga Aarti
						
					
				
					
						Jai Krishna Kunj Vihari
						
					
				
					
						JAI LAXMI MATA
						
					
				
					
						Jai Santoshi Mata
						
					
				
					
						Jai Saraswati Mata - Saraswati Aarti
						
					
				
					
						Jai Shiv Omkara
						
					
				
					
						Jaise Bhi Tu Manega
						
					
				
					
						Jare Jare Ure Jare Pakhi
						
					
				
					
						Jay Jay Tu Ameya
						
					
				
					
						Jhilik Jhilik Jhinuk Khunje Pelam
						
					
				
					
						Jodi Baron Koro
						
					
				
					
						Jodio Rajani Pohalo Tabu
						
					
				
					
						K Jabi Aay
						
					
				
					
						Kaalbhairav Ashtakam
						
					
				
					
						Kaise Din Beete Koi
						
					
				
					
						Kaisi Leela Anupam Prabhu Ki
						
					
				
					
						Kalyan Mantra
						
					
				
					
						Kar Darshanam
						
					
				
					
						Karadarshanam
						
					
				
					
						Karuna Suno Shyam
						
					
				
					
						Karyasiddhi Hetu Prarthana
						
					
				
					
						Kato Dhup Dharalam
						
					
				
					
						Ke Jeno Go
						
					
				
					
						Ke prothom kache esechi
						
					
				
					
						Keno Ami Eto Khushi
						
					
				
					
						Keno J Kandao
						
					
				
					
						Keno Kichu Kotha Bolo Na
						
					
				
					
						Ki Je Kori Dhure Jete Hoy
						
					
				
					
						Kichu To Chahini Ami
						
					
				
					
						Konjum Mainaakale
						
					
				
					
						Konjum Mainaakkale
						
					
				
					
						Konjum Mainakkale
						
					
				
					
						Koto Nishi Geche Nidhara
						
					
				
					
						Krishna Mahamantra 4
						
					
				
					
						Lakshmi Beej Mantra
						
					
				
					
						Lakshmi Stotra From Shri Vishnu Mahapuraan
						
					
				
					
						Ma Santoshi Aashirvachan
						
					
				
					
						Maahi Ve
						
					
				
					
						Mahinshashuramardhini Devi Aarti
						
					
				
					
						Mahinshashuramardhini Stotra
						
					
				
					
						Manasukkul Oru Puyal
						
					
				
					
						Mangal Kaamnaa
						
					
				
					
						Mann Mohana
						
					
				
					
						Mantra Bonus
						
					
				
					
						Mere To Giridhar Gopal
						
					
				
					
						Mile Manse Yeh Man
						
					
				
					
						Minmini Kangalilz (Language: Tamil; Film: Naerukku Naer; Film Artists: Vignesh, Kousalya)
						
					
				
					
						More Kanha jo Aye
						
					
				
					
						Na Jeona
						
					
				
					
						Na Mon Lage Na
						
					
				
					
						Na Na Kache Eso Na
						
					
				
					
						Nache Nagin Gali Gali
						
					
				
					
						Naman Tula Gajanana
						
					
				
					
						Nav-Pran Mantra
						
					
				
					
						Navagraha Prarthana
						
					
				
					
						Naw Go Ma Phul Amar
						
					
				
					
						Nee Thoongum Nearathil (F) (Language: Tamil; Film: Manasellam; Film Artist 1: Srikanth; Film Artist 2: Trisha)
						
					
				
					
						Nijama Nijama (Language: Tamil; Film: Manasthan; Film Artists: Sarath Kumar, Sakshi)
						
					
				
					
						Nijama Nijama (Language: Tamil; Film: Virumbukiren; Film Artists: Prashanth, Sneha)
						
					
				
					
						Nijhum Sandhyay
						
					
				
					
						Nishidin Nishidin
						
					
				
					
						O Bansi Keno Hai
						
					
				
					
						O Dada Go O Didi Go
						
					
				
					
						O Jhor Jhor Jharna
						
					
				
					
						O Palash O Simul
						
					
				
					
						Ogo Aar Kichu To Noy
						
					
				
					
						Ogo Aayna
						
					
				
					
						Om Gan Ganpatey Namha
						
					
				
					
						Om Jai Jagdish Hare
						
					
				
					
						Om Namo Narayanaya
						
					
				
					
						Omkar Tu Ganesh
						
					
				
					
						Ore Mon Pakhi
						
					
				
					
						Pa Ma Ga Re Sa
						
					
				
					
						Palike Gorinka
						
					
				
					
						Panchatatva Prathana
						
					
				
					
						Panchirey
						
					
				
					
						Pandurang Aarti - Yuge Atthavees
						
					
				
					
						Papnashni Mantra
						
					
				
					
						Parabrahmanah Smaranam
						
					
				
					
						Payoji Maine Ram Ratan
						
					
				
					
						Pedave Palikina
						
					
				
					
						Phela Nasha Remix
						
					
				
					
						Prakriti prarthana
						
					
				
					
						Pranamya Shirasa Devam
						
					
				
					
						Pranayaam Mantra
						
					
				
					
						Pratah Smaranam
						
					
				
					
						Prem Ekbari Esechilo Nirobe
						
					
				
					
						Priyotomo, Ki Likhi Tomay
						
					
				
					
						Projapoti Projapoti
						
					
				
					
						Raatri Japa Mantra - Om Govinday Namah 11 Times
						
					
				
					
						Raatri Prarthana Shloka
						
					
				
					
						Raksha Kavacham
						
					
				
					
						Ram Bhajan Karo
						
					
				
					
						Ramasya Smaranam
						
					
				
					
						Rang Bahari
						
					
				
					
						Rong shudhu diyei gele
						
					
				
					
						Saat Samundar Paar
						
					
				
					
						Saat Samundar (remix)
						
					
				
					
						Saath Bhai Champa
						
					
				
					
						Sai Rehem Nazar Karna
						
					
				
					
						Sandhya Stotram
						
					
				
					
						Sandhyakale Saraswati Stotram
						
					
				
					
						Sapthasholki Gurga Sotra
						
					
				
					
						Sarvamangal Mangalye
						
					
				
					
						Shabdamha Prathamesh Tu
						
					
				
					
						Shak Diye Machh Dhaakena
						
					
				
					
						Shantakaram Bhujagashayanam
						
					
				
					
						Shatayu Mantra
						
					
				
					
						Shejharati
						
					
				
					
						Shiv Panchakshar Stotra
						
					
				
					
						Shivasya Smaranam
						
					
				
					
						Shree Vyankatesh Shloka
						
					
				
					
						Snaan Mantra
						
					
				
					
						Sonar Khachay
						
					
				
					
						Surya Namasker
						
					
				
					
						Surya Prarthana
						
					
				
					
						Suryarghya Mantra
						
					
				
					
						Swasamae
						
					
				
					
						Ta Thai Chhun Chhun Ganpati Naache
						
					
				
					
						Tere Ishq Nachaya
						
					
				
					
						Thigu Thigu
						
					
				
					
						Thigu...Thigu (Language: Tamil; Film: Kadalar Dhinam; Film Artists: Kunal, Sonali Bindre)
						
					
				
					
						Thigu Thigu Raathiri
						
					
				
					
						Thumak Chalat Ramchandra
						
					
				
					
						Tilak Mantra
						
					
				
					
						Tuj Kaay Deu
						
					
				
					
						Tulsi Maharani Namo Namo - Tulsi Aarti
						
					
				
					
						Tum Kya Aaye Duniya Badal Gayi
						
					
				
					
						Tumi To Ele Na
						
					
				
					
						Udo Bola Udoy
						
					
				
					
						Un Perai Sonnale
						
					
				
					
						Vakratunda Mahakaya
						
					
				
					
						Vishnoh Smaranam
						
					
				
					
						Ye Dhavat Ye Na
						
					
				"
